fileName	dsk	author
2007\01\28\1821986.xml	Connecticut Weekly Desk	By MICHAEL WINERIP
2007\01\28\1821987.xml	New Jersey Weekly Desk	By MARGARET FARLEY STEELE
2007\01\28\1821988.xml	New Jersey Weekly Desk	By VINCENT M. MALLOZZI
2007\01\28\1821989.xml	New Jersey Weekly Desk	By MATTHEW J. MALONE
2007\01\28\1821990.xml	New Jersey Weekly Desk	By AKIKO BUSCH
2007\01\28\1821991.xml	New Jersey Weekly Desk	By TAMMY LA GORCE
2007\01\28\1821992.xml	New Jersey Weekly Desk	By NAOMI SIEGEL
2007\01\28\1821993.xml	New Jersey Weekly Desk	By KARLA COOK
2007\01\28\1821994.xml	New Jersey Weekly Desk	By MILLICENT K. BRODY
2007\01\28\1821996.xml	Connecticut Weekly Desk	By C. J. HUGHES
2007\01\28\1821997.xml	New Jersey Weekly Desk	By MICHAEL WINERIP
2007\01\28\1821998.xml	New Jersey Weekly Desk	By ALLAN RICHTER
2007\01\28\1822000.xml	Westchester Weekly Desk	By ELLEN ROSEN
2007\01\28\1822001.xml	New Jersey Weekly Desk	By Kevin Coyne
2007\01\28\1822002.xml	New Jersey Weekly Desk	BY GERRI HIRSHEY
2007\01\28\1822004.xml	Real Estate Desk	By ANTOINETTE MARTIN
2007\01\28\1822005.xml	Real Estate Desk	By VIVIAN S. TOY
2007\01\28\1822006.xml	Real Estate Desk	By ELSA BRENNER
2007\01\28\1822007.xml	Real Estate Desk	By JOSH BARBANEL
2007\01\28\1822008.xml	Real Estate Desk	By JAY ROMANO
2007\01\28\1822009.xml	Real Estate Desk	By JAY ROMANO
2007\01\28\1822010.xml	Real Estate Desk	By VALERIE COTSALAS
2007\01\28\1822011.xml	Real Estate Desk	By BOB TEDESCHI
2007\01\28\1822012.xml	Real Estate Desk	By VIVIAN S. TOY; With Elsa Brenner, Suzanne Hamlin and Antoinette Martin
2007\01\28\1822013.xml	Real Estate Desk	By FRED A. BERNSTEIN
2007\01\28\1822014.xml	Real Estate Desk	By JOYCE COHEN
2007\01\28\1822015.xml	Real Estate Desk	By CHRISTOPHER GRAY
2007\01\28\1822016.xml	Real Estate Desk	By C. J. HUGHES
2007\01\28\1822019.xml	New Jersey Weekly Desk	By RONALD SMOTHERS
2007\01\28\1822020.xml	New Jersey Weekly Desk	By JOHN HOLL
2007\01\28\1822021.xml	New Jersey Weekly Desk	By Jon Vegosen
2007\01\28\1822025.xml	Real Estate Desk	By CLAIRE WILSON
2007\01\28\1822026.xml	Automobiles	By JERRY GARRETT
2007\01\28\1822028.xml	Automobiles	By SCOTT STURGIS
2007\01\28\1822029.xml	Automobiles	By EZRA DYER
2007\01\28\1822030.xml	Automobiles	By LAWRENCE ULRICH
2007\01\28\1822031.xml	Automobiles	By KEITH MARTIN
2007\01\28\1822032.xml	Automobiles	By KEITH MARTIN
2007\01\28\1822033.xml	Automobiles	By KEITH MARTIN
2007\01\28\1822035.xml	Style Desk	By RONALD BERGER
2007\01\28\1822042.xml	Style Desk	By WINTER MILLER
2007\01\28\1822043.xml	Style Desk	By Bill Cunningham
2007\01\28\1822050.xml	Society Desk	By LOIS SMITH BRADY
2007\01\28\1822051.xml	Style Desk	By BOB MORRIS
2007\01\28\1822052.xml	Style Desk	By SUSAN GUERRERO
2007\01\28\1822053.xml	Style Desk	By Ellen Tien
2007\01\28\1822054.xml	Style Desk	By Ellen Tien
2007\01\28\1822055.xml	Style Desk	By JENNIFER TUNG
2007\01\28\1822056.xml	Style Desk	By DAVID COLMAN
2007\01\28\1822057.xml	Style Desk	By JONATHAN MILES
2007\01\28\1822058.xml	Style Desk	By Bill Cunningham
<p>
2007\01\28\1822059.xml	Style Desk	By LIESL SCHILLINGER
2007\01\28\1822060.xml	Style Desk	By LISA W. FODERARO
2007\01\28\1822061.xml	The City Weekly Desk	Compiled by Kris Ensminger
2007\01\28\1822062.xml	The City Weekly Desk	By HOWARD G. GOLDBERG
2007\01\28\1822063.xml	The City Weekly Desk	By MICHAEL POLLAK
2007\01\28\1822064.xml	The City Weekly Desk	By ISHAI GOLDSTEIN
2007\01\28\1822065.xml	The City Weekly Desk	By MICHAL LANDO
2007\01\28\1822066.xml	The City Weekly Desk	By JEFF VANDAM
2007\01\28\1822067.xml	The City Weekly Desk	By ALEX MINDLIN
2007\01\28\1822068.xml	The City Weekly Desk	By SAM ROBERTS
2007\01\28\1822069.xml	The City Weekly Desk	By ALEX MINDLIN
2007\01\28\1822070.xml	The City Weekly Desk	By JEFF VANDAM
2007\01\28\1822071.xml	The City Weekly Desk	By JENNIFER BLEYER
2007\01\28\1822072.xml	The City Weekly Desk	By BEN GIBBERD
2007\01\28\1822073.xml	The City Weekly Desk	By JOHANNA BALDWIN
2007\01\28\1822074.xml	The City Weekly Desk	By Tina Cassidy
2007\01\28\1822076.xml	The City Weekly Desk	By Kenji Yoshino
2007\01\28\1822080.xml	The City Weekly Desk	By BERNICE YEUNG
2007\01\28\1822081.xml	The City Weekly Desk	By JAKE MOONEY
2007\01\28\1822082.xml	Money and Business/Financial Desk	By STEVE LOHR
2007\01\28\1822083.xml	Money and Business/Financial Desk	By GRETCHEN MORGENSON
2007\01\28\1822084.xml	Money and Business/Financial Desk	By PHYLLIS KORKKI
2007\01\28\1822085.xml	Money and Business/Financial Desk	By BRENDAN I. KOERNER
2007\01\28\1822086.xml	Money and Business/Financial Desk	By DENISE CARUSO
2007\01\28\1822087.xml	Money and Business/Financial Desk	By JASON PONTIN
2007\01\28\1822088.xml	Money and Business/Financial Desk	By PAUL J. LIM
2007\01\28\1822089.xml	Money and Business/Financial Desk	By JAMES PETHOKOUKIS
2007\01\28\1822090.xml	Money and Business/Financial Desk	By CONRAD DE AENLLE
2007\01\28\1822091.xml	Money and Business/Financial Desk	By JULIE BICK
2007\01\28\1822092.xml	Money and Business/Financial Desk	By DANIEL GROSS
2007\01\28\1822093.xml	Money and Business/Financial Desk	By ANDREW ROSS SORKIN
2007\01\28\1822094.xml	Money and Business/Financial Desk	By BEN STEIN
2007\01\28\1822095.xml	Money and Business/Financial Desk	By STEPHANIE BURNS; As told to Amy Zipkin.
2007\01\28\1822096.xml	Money and Business/Financial Desk	By KELLEY HOLLAND
2007\01\28\1822097.xml	Money and Business/Financial Desk	By ALISON GREGOR
2007\01\28\1822098.xml	Money and Business/Financial Desk	By JEFF SOMMER
2007\01\28\1822099.xml	Money and Business/Financial Desk	By STUART ELLIOTT
2007\01\28\1822100.xml	Money and Business/Financial Desk	By LESLIE WAYNE
2007\01\28\1822101.xml	Money and Business/Financial Desk	By JANE L. LEVERE
2007\01\28\1822102.xml	Money and Business/Financial Desk	By KATE MURPHY
2007\01\28\1822103.xml	Money and Business/Financial Desk	By MARK A. STEIN
2007\01\28\1822112.xml	Editorial Desk	By DOROTHY SAMUELS
2007\01\28\1822117.xml	Editorial Desk	By DAVID BROOKS
2007\01\28\1822118.xml	Editorial Desk	By Byron Calame
2007\01\28\1822119.xml	Editorial Desk	By FRANK RICH
2007\01\28\1822120.xml	Week in Review Desk	By MARK LANDLER
2007\01\28\1822121.xml	Week in Review Desk	By MICHAEL SLACKMAN
2007\01\28\1822122.xml	Editorial Desk	By Joan Claybrook
2007\01\28\1822123.xml	Editorial Desk	By NICHOLAS D. KRISTOF
2007\01\28\1822124.xml	Editorial Desk	By Michael Siegel
2007\01\28\1822125.xml	Editorial Desk	By Edward Ugel
2007\01\28\1822127.xml	Week in Review Desk	By MATTHEW L. WALD
2007\01\28\1822130.xml	Week in Review Desk	By DAVID LEONHARDT
2007\01\28\1822131.xml	Week in Review Desk	By SABRINA TAVERNISE
2007\01\28\1822132.xml	Week in Review Desk	By FERNANDA SANTOS
2007\01\28\1822133.xml	Week in Review Desk	By JEFF ZELENY
2007\01\28\1822136.xml	Style Desk	By JESSICA PRESSLER
2007\01\28\1822138.xml	Style Desk	By ALEXANDRA ZISSU
2007\01\28\1822139.xml	Sports Desk	By VINCENT M. MALLOZZI
2007\01\28\1822140.xml	Sports Desk	By AARON SCHATZ
2007\01\28\1822141.xml	Sports Desk	By FRANK LITSKY
2007\01\28\1822142.xml	Sports Desk	By GEORGE VECSEY
2007\01\28\1822143.xml	Sports Desk	By JOHN ELIGON
2007\01\28\1822144.xml	National Desk	By STEPHANIE STROM
2007\01\28\1822145.xml	National Desk	By BRENDA GOODMAN
2007\01\28\1822146.xml	National Desk	By DAN BARRY
2007\01\28\1822147.xml	National Desk	By ROBERT PEAR
2007\01\28\1822148.xml	National Desk	By JONATHAN CLARK
2007\01\28\1822149.xml	Metropolitan Desk	By Dylan Loeb McClain
2007\01\28\1822150.xml	Metropolitan Desk	By CARA BUCKLEY; Ann Farmer and Kate Hammer contributed reporting.
2007\01\28\1822151.xml	Metropolitan Desk	By MICHAEL BRICK
2007\01\28\1822152.xml	National Desk	By RICHARD P�REZ-PE�A
2007\01\28\1822153.xml	National Desk	By DOUGLAS MARTIN
2007\01\28\1822154.xml	Foreign Desk	By MARC SANTORA and DAMIEN CAVE; Iraqi employees of The New York Times contributed reporting.
2007\01\28\1822156.xml	Foreign Desk	By ISMAIL KHAN
2007\01\28\1822157.xml	Foreign Desk	By STEVEN ERLANGER
2007\01\28\1822158.xml	Sports Desk	By MURRAY CHASS
2007\01\28\1822161.xml	Metropolitan Desk	By ANDY NEWMAN
2007\01\28\1822162.xml	Metropolitan Desk	By DANNY HAKIM
2007\01\28\1822163.xml	Metropolitan Desk	By PETER APPLEBOME
2007\01\28\1822164.xml	Metropolitan Desk	By ANDREA ELLIOTT
2007\01\28\1822165.xml	Foreign Desk	By MICHAEL WINES
2007\01\28\1822166.xml	Metropolitan Desk	By JENNIFER MASCIA
2007\01\28\1822167.xml	Foreign Desk	By DAVID E. SANGER
2007\01\28\1822168.xml	Foreign Desk	By CARTER DOUGHERTY
2007\01\28\1822169.xml	Foreign Desk	BY JAD MOUAWAD; Jim Rutenberg contributed reporting.
2007\01\28\1822170.xml	Foreign Desk	By JAMES C. McKINLEY Jr.
2007\01\28\1822171.xml	Week in Review Desk	By THOMAS VINCIGUERRA
2007\01\28\1822173.xml	Metropolitan Desk	By ANTHONY RAMIREZ
2007\01\28\1822174.xml	Metropolitan Desk	By NICHOLAS CONFESSORE
2007\01\28\1822176.xml	Metropolitan Desk	By RAY RIVERA
2007\01\28\1822177.xml	National Desk	By PATRICK HEALY
2007\01\28\1822178.xml	National Desk	By IAN URBINA; Sarah Abruzzese and Suevon Lee contributed reporting.
2007\01\28\1822180.xml	Sports Desk	By DAMON HACK
2007\01\28\1822181.xml	Sports Desk	By MAREK FUCHS
2007\01\28\1822182.xml	Sports Desk	By FRANK LITSKY
2007\01\28\1822183.xml	Sports Desk	By PETE THAMEL
2007\01\28\1822184.xml	Sports Desk	By LIZ ROBBINS
2007\01\28\1822185.xml	Sports Desk	By BENJAMIN HOFFMAN
2007\01\28\1822186.xml	Sports Desk	By MATT HIGGINS
2007\01\28\1822187.xml	Sports Desk	By MATT HIGGINS
2007\01\28\1822189.xml	New Jersey Weekly Desk	By ROBERT STRAUSS
2007\01\28\1822190.xml	New Jersey Weekly Desk	By DAVID K. RANDALL
2007\01\28\1822191.xml	Westchester Weekly Desk	By BARBARA WHITAKER
2007\01\28\1822192.xml	Westchester Weekly Desk	By ERIN DUGGAN
2007\01\28\1822197.xml	Metropolitan Desk	By SERGE F. KOVALESKI; Jo Craven McGinty contributed reporting.
2007\01\28\1822198.xml	Foreign Desk	By DAVID S. CLOUD and GREG MYRE; David S. Cloud reported from Washington, and Greg Myre from Jerusalem.
2007\01\28\1822199.xml	Long Island Weekly Desk	By LINDA SASLOW
2007\01\28\1822200.xml	Long Island Weekly Desk	By JOHN RATHER
2007\01\28\1822201.xml	Long Island Weekly Desk	By LINDA SASLOW
2007\01\28\1822203.xml	Sports Desk	By JEFF Z. KLEIN and KARL-ERIC REIF
2007\01\28\1822204.xml	Sports Desk	By KAREN CROUSE
2007\01\28\1822206.xml	Sports Desk	By SELENA ROBERTS
2007\01\28\1822207.xml	Sports Desk	By JOHN BRANCH
2007\01\28\1822208.xml	Money and Business/Financial Desk	By DAVID KOEPPEL
2007\01\28\1822209.xml	Money and Business/Financial Desk	By BARBARA WHITAKER
2007\01\28\1822212.xml	Money and Business/Financial Desk	By LISA BELKIN
2007\01\28\1822213.xml	National Desk	By JODI KANTOR
2007\01\28\1822217.xml	Connecticut Weekly Desk	By JOE WOJTAS
2007\01\28\1822218.xml	Connecticut Weekly Desk	By JEFF HOLTZ
2007\01\28\1822219.xml	Connecticut Weekly Desk	By JEFF HOLTZ
2007\01\28\1822223.xml	National Desk	By CHRISTOPHER CLAREY
2007\01\28\1822224.xml	Sports Desk	By JOHN ELIGON
2007\01\28\1822225.xml	Sports Desk	By LYNN ZINSER
2007\01\28\1822229.xml	Sports Desk	By CHRISTOPHER CLAREY
2007\01\28\1822230.xml	Sports Desk	By LYNN ZINSER
2007\01\28\1822233.xml	Book Review Desk	By IAN JACK
2007\01\28\1822234.xml	Book Review Desk	By HOLLY MORRIS
2007\01\28\1822235.xml	Book Review Desk	By TERRENCE RAFFERTY
2007\01\28\1822236.xml	Book Review Desk	By KAREN OLSSON
2007\01\28\1822237.xml	Book Review Desk	By VIRGINIA POSTREL
2007\01\28\1822238.xml	Book Review Desk	By MAX RODENBECK
2007\01\28\1822239.xml	Book Review Desk	By MARILYN STASIO
2007\01\28\1822240.xml	Book Review Desk	By LUCY ELLMANN
2007\01\28\1822241.xml	Book Review Desk	By JOSHUA GLENN
2007\01\28\1822242.xml	Book Review Desk	By JIM HARRISON
2007\01\28\1822243.xml	Book Review Desk	By STEVEN HELLER
2007\01\28\1822244.xml	Book Review Desk	By CHRISTOPHER HITCHENS
2007\01\28\1822245.xml	Book Review Desk	By ROY HOFFMAN
2007\01\28\1822246.xml	Book Review Desk	By Dwight Garner
2007\01\28\1822247.xml	Book Review Desk	By WILLIAM LOGAN
2007\01\28\1822248.xml	Book Review Desk	By Thomas Mallon
2007\01\28\1822249.xml	Book Review Desk	By DAVE MARSH
2007\01\28\1822250.xml	Book Review Desk	By ALEXANDER MCCALL SMITH
2007\01\28\1822251.xml	Book Review Desk	By Ihsan Taylor
2007\01\28\1822255.xml	Book Review Desk	By The Editors
2007\01\28\1822261.xml	Magazine	By Dina Strasser
2007\01\28\1822262.xml	Magazine	By Peter Sagal
2007\01\28\1822263.xml	Magazine	By Michael Chabon
2007\01\28\1822264.xml	Magazine	By Laura Secor
2007\01\28\1822265.xml	Magazine	By Mark Oppenheimer
2007\01\28\1822266.xml	Magazine	By Christine Muhlke
2007\01\28\1822267.xml	Magazine	By WILLIAM SAFIRE
2007\01\28\1822268.xml	Magazine	By ROB WALKER
2007\01\28\1822269.xml	Magazine	By David Rieff
2007\01\28\1822270.xml	Magazine	By RANDY COHEN
2007\01\28\1822271.xml	Magazine	By Eric Klinenberg
2007\01\28\1822272.xml	Magazine	By DEBORAH SOLOMON
2007\01\28\1822273.xml	Magazine	By Michael Pollan
2007\01\28\1822275.xml	Travel Desk	As told to Seth Kugel
2007\01\28\1822276.xml	Travel Desk	By SETH KUGEL
2007\01\28\1822277.xml	Travel Desk	By HILARY HOWARD
2007\01\28\1822278.xml	Travel Desk	By JENNIFER CONLIN
2007\01\28\1822279.xml	Travel Desk	By JENNIFER CONLIN
2007\01\28\1822280.xml	Travel Desk	By JENNIFER CONLIN
2007\01\28\1822281.xml	Travel Desk	By MICHELLE HIGGINS
2007\01\28\1822282.xml	Travel Desk	By ELAINE GLUSAC
2007\01\28\1822283.xml	Travel Desk	By ELAINE GLUSAC
2007\01\28\1822284.xml	Travel Desk	By CHARLES RUNNETTE
2007\01\28\1822285.xml	Travel Desk	By MARK BITTMAN
2007\01\28\1822286.xml	Travel Desk	By ROGER COLLIS
2007\01\28\1822287.xml	Travel Desk	By JOSHUA KURLANTZICK
2007\01\28\1822288.xml	Travel Desk	By JANELLE BROWN
2007\01\28\1822289.xml	Travel Desk	By DAVID FARLEY
2007\01\28\1822290.xml	Travel Desk	By MARK BITTMAN
2007\01\28\1822291.xml	Travel Desk	By SARAH WILDMAN
2007\01\28\1822292.xml	Arts and Leisure Desk	By Carol Vogel
2007\01\28\1822293.xml	Arts and Leisure Desk	By Allan Kozinn
2007\01\28\1822294.xml	Arts and Leisure Desk	By Jennifer Dunning
2007\01\28\1822295.xml	Arts and Leisure Desk	By Stephen Holden
2007\01\28\1822296.xml	Arts and Leisure Desk	By Ben Ratliff
2007\01\28\1822297.xml	Arts and Leisure Desk	By Patricia Cohen
2007\01\28\1822298.xml	Arts and Leisure Desk	By Ginia Bellafante
2007\01\28\1822299.xml	Arts and Leisure Desk	By NICOLAI OUROUSSOFF
2007\01\28\1822300.xml	Arts and Leisure Desk	By DAVE ITZKOFF
2007\01\28\1822301.xml	Arts and Leisure Desk	By KATHRYN SHATTUCK
2007\01\28\1822302.xml	Arts and Leisure Desk	By JON PARELES
2007\01\28\1822303.xml	Arts and Leisure Desk	By ROBIN POGREBIN
2007\01\28\1822304.xml	Arts and Leisure Desk	By JACQUES STEINBERG
2007\01\28\1822305.xml	Arts and Leisure Desk	By MARK BLANKENSHIP
2007\01\28\1822306.xml	Arts and Leisure Desk	By ZACHARY PINCUS-ROTH
2007\01\28\1822307.xml	Arts and Leisure Desk	By DAVID MERMELSTEIN
2007\01\28\1822308.xml	Arts and Leisure Desk	By STEVE SMITH
2007\01\28\1822309.xml	Arts and Leisure Desk	By KRISTIN HOHENADEL
2007\01\28\1822310.xml	Arts and Leisure Desk	By SIA MICHEL
2007\01\28\1822311.xml	Arts and Leisure Desk	By Lucinda Williams
2007\01\28\1822312.xml	Arts and Leisure Desk	By WHITNEY JOINER
2007\01\28\1822313.xml	Arts and Leisure Desk	By DENNIS LIM
2007\01\28\1822314.xml	Arts and Leisure Desk	By HEATHER CHAPLIN
2007\01\28\1822315.xml	Arts and Leisure Desk	By GIA KOURLAS
2007\01\29\1822337.xml	Business/Financial Desk	By BOB TEDESCHI
2007\01\29\1822338.xml	The Arts/Cultural Desk	By Phillip Alder
2007\01\29\1822339.xml	The Arts/Cultural Desk	By GIA KOURLAS
2007\01\29\1822340.xml	The Arts/Cultural Desk	By JON PARELES
2007\01\29\1822341.xml	The Arts/Cultural Desk	By BERNARD HOLLAND
2007\01\29\1822342.xml	The Arts/Cultural Desk	By NATE CHINEN
2007\01\29\1822343.xml	The Arts/Cultural Desk	By JENNIFER DUNNING
2007\01\29\1822344.xml	The Arts/Cultural Desk	By ROSLYN SULCAS
2007\01\29\1822346.xml	Business/Financial Desk	By BARNABY FEDER
2007\01\29\1822347.xml	Business/Financial Desk	By ALEX MINDLIN
2007\01\29\1822348.xml	Business/Financial Desk	By TOM ZELLER Jr.
2007\01\29\1822349.xml	Business/Financial Desk	By NOAM COHEN
2007\01\29\1822350.xml	Business/Financial Desk	By LOUISE STORY
2007\01\29\1822351.xml	The Arts/Cultural Desk	By MANOHLA DARGIS
2007\01\29\1822352.xml	The Arts/Cultural Desk	By WENDELL JAMIESON
2007\01\29\1822353.xml	The Arts/Cultural Desk	By ANNE MIDGETTE
2007\01\29\1822354.xml	The Arts/Cultural Desk	By HOLLAND COTTER
2007\01\29\1822355.xml	The Arts/Cultural Desk	Compiled by Lawrence Van Gelder
2007\01\29\1822356.xml	The Arts/Cultural Desk	By KATHRYN SHATTUCK
<br>
<br>9 P.M. (Lifetime) NORA ROBERTS' ANGELS FALL -- Heather Locklear plays Reece Gilmore, the sole survivor of a Boston restaurant massacre, who moves to a remote Wyoming town in the hope of rebuilding her life in this adaptation of a novel by Ms. Roberts. But one day, while hiking alone, she witnesses a murder -- though no one can find evidence of a crime when they return to the scene. As more strange events start to occur, Reece begins to question her sanity. Now only Brody (Johnathon Schaech, above, with Ms. Locklear), her new love, believes in her.
<br>
<br>8 P.M. (Fox) PRISON BREAK -- Now that Terrence Steadman is an unidentifiable corpse lying in a motel room, Michael, Lincoln and Kellerman take the airwaves hostage as they try to get a message to Sara, who is still missing. Meanwhile, Bellick gets a surprise visit in Fox River's infirmary, Haywire resurfaces and lands in more trouble, and Sucre makes his way across Mexico.
<br>
<br>9 P.M. (ABC) SUPERNANNY -- Rescue hero: Jo Frost helps a police officer and his wife, an emergency room nurse, regain authority over their 4-year-old son.
<br>
<br>9 P.M. (History) DIGGING FOR THE TRUTH -- Josh Bernstein travels to Mongolia in search of the lost empire of Ghengis Khan.
<br>
<br>9 P.M. (Sundance) THE LIBERACE OF BAGHDAD -- (2004). Samir Peter was once the most famous pianist in Iraq. But after the fall of Saddam Hussein, he earned a living as a lounge pianist, entertaining mercenaries and contractors in a hotel catering to Westerners. In this documentary, Sean McAllister (above right, with Mr. Peter, at a Sundance Film Festival ceremony in 2005), a BBC journalist, travels with Mr. Peter through post-invasion Baghdad, and gets a glimpse of contemporary Iraqi life -- stray bullets, assassinations, morgue visits and all.
<br>
<br>9 P.M. (VH1) I LOVE NEW YORK -- Her Majesty, New York's Chihuahua, is a queen in her owner's eyes. In this episode, the remaining nine men must break into teams of three and construct a crib worthy of a top dog. Later that evening, they each get some intimate time with New York. But all sins must be accounted for at a church service presided over by her mother, Sister Patterson, the next morning.
<br>
<br>10 P.M. (Travel) ANTHONY BOURDAIN:NO RESERVATIONS -- Mr. Bourdain (right), who seems to revel in being called ''the bad boy of cuisine,'' counts eating the still-beating heart of a cobra among his more exotic food experiences. Tonight, he travels to Russia, where he dines with some unsavory types.
<br>   KATHRYN SHATTUCK
2007\01\29\1822357.xml	Business/Financial Desk	By SHELLY FREIERMAN
2007\01\29\1822358.xml	Business/Financial Desk	By LAURIE J. FLYNN
2007\01\29\1822359.xml	Business/Financial Desk	By MATT RICHTEL
2007\01\29\1822360.xml	Business/Financial Desk	By JOHN MARKOFF
2007\01\29\1822361.xml	Business/Financial Desk	By LAURA M. HOLSON
2007\01\29\1822362.xml	The Arts/Cultural Desk	By GINIA BELLAFANTE
2007\01\29\1822363.xml	The Arts/Cultural Desk	By VIRGINIA HEFFERNAN
2007\01\29\1822364.xml	The Arts/Cultural Desk	By JANET MASLIN
2007\01\29\1822365.xml	The Arts/Cultural Desk	By VIVIEN SCHWEITZER
2007\01\29\1822366.xml	Business/Financial Desk	By MARIA ASPAN
2007\01\29\1822367.xml	Business/Financial Desk	By ROBERT LEVINE
2007\01\29\1822368.xml	Business/Financial Desk	By NOAM COHEN
2007\01\29\1822369.xml	Business/Financial Desk	By MARIA ASPAN
2007\01\29\1822372.xml	Foreign Desk	By GREG MYRE
2007\01\29\1822373.xml	Foreign Desk	By EAMON QUINN
2007\01\29\1822374.xml	Foreign Desk	By CHRISTOPHER MASON
2007\01\29\1822379.xml	Editorial Desk	By BOB HERBERT
2007\01\29\1822380.xml	Editorial Desk	By PAUL KRUGMAN
2007\01\29\1822381.xml	Editorial Desk	By Robert Sullivan
2007\01\29\1822382.xml	National Desk	By ADAM LIPTAK
2007\01\29\1822383.xml	National Desk	By THEO EMERY
2007\01\29\1822384.xml	Foreign Desk	By NICHOLAS WOOD
2007\01\29\1822385.xml	National Desk	By ROBIN TONER
2007\01\29\1822386.xml	National Desk	By JIM RUTENBERG
2007\01\29\1822387.xml	National Desk	By WILLIAM YARDLEY
2007\01\29\1822388.xml	Foreign Desk	By ALAN COWELL; Katrin Bennhold contributed reporting.
2007\01\29\1822389.xml	Metropolitan Desk	By FERNANDA SANTOS
2007\01\29\1822391.xml	Metropolitan Desk	By DANNY HAKIM
2007\01\29\1822393.xml	Metropolitan Desk	By MICHAEL WILSON; Daryl Khan and Ann Farmer contributed reporting.
2007\01\29\1822395.xml	Foreign Desk	By DAMIEN CAVE
